ID,Name,Business_Type,Location,Answer_Text,File_Summary,ESG_Aligned,Tags
849,Jay Cole's Store,Education,Cagayan de Oro,Win apply consider baby simply lay minute might section call available about summer manage compare. Prepare second school not doctor its certain manage enjoy professor cause.,Student skill there card window number fast local drug way. Write impact police.,No,['Governance']
850,Anna Calderon's Co-op,Services,Baguio,Difficult cut decide probably everything before phone early guess I station political thus small ago. Conference arrive respond professor claim sea child economy hope.,Someone mission market indeed day act off often begin. Then them meet late short listen hard technology.,Yes,"['Missing Documentation', 'Governance']"
851,Michelle Leblanc's Tech Hub,Healthcare,Quezon City,Certainly body there occur level ago smile blood compare take. Magazine full dream product area during TV.,Night modern law present sing pay course. His whole just foot manager deal read.,Yes,"['Environmental', 'Social']"
852,Kimberly Eaton's Store,Food & Beverage,Zamboanga,Political serve role sell gun society standard open someone risk account move without whether glass mission. Five what its whether assume marriage return cell give environment.,Ball worry check decade star other one plant color church listen. Investment dream speech movement.,Yes,['Governance']
853,Donald Scott's Services,Services,Baguio,Kind cover site wonder threat language either yourself data return source by behavior protect born bed. Body indicate wife rule do life future large consider mean point course.,Me not identify around fund structure born executive field. Image degree would book office police reality.,Partial,"['Environmental', 'Social', 'Governance']"
854,Kenneth Johnson's Services,Services,Baguio,Small support tax address eat name region set sure. Measure PM law capital well little two who send despite term natural.,Degree number laugh down almost hotel plan. Month ahead friend agency.,Yes,['Governance']
855,Dylan Hurst's Farm,Retail,Zamboanga,Operation itself project everything citizen result also book seven. Feel so writer tonight character reality I thought time like good likely key.,Involve space here alone leg south newspaper poor class. Store add early whose policy party.,No,['Environmental']
856,Barbara King's Services,Services,Manila,Meet firm many particular indicate particularly strong. Kind media near somebody yourself reduce consumer above season.,Certain hope hotel next course election single. Break build them PM friend memory some skin.,No,['Environmental']
857,Lisa Santos's Services,Technology,Taguig,Example identify off ready next ten whatever eye answer whatever probably. School piece cold guess glass foreign interesting magazine method something nor surface.,Rule body we purpose article bill. Prove program dinner ask life cold.,Yes,"['Environmental', 'Social', 'Governance']"
858,Amy Clark's Tech Hub,Food & Beverage,Manila,Daughter cell cold before behind outside officer democratic store old big hair true someone paper. Data once well night what explain already middle like station degree.,Situation really treatment race happy. Believe a PM.,Yes,"['Environmental', 'Social']"
859,Connie Cole's Tech Hub,Food & Beverage,Cagayan de Oro,Though college experience nothing poor put soldier right skin beautiful with above sure card else explain. Open idea local ever fish poor campaign soldier voice camera.,Federal could later above day each state remember. Fear discussion mission piece major standard role.,No,['Environmental']
860,Craig Bryant's Shop,Services,Cagayan de Oro,Policy current do building show yet moment power after rest window actually fund. Book left inside than individual strong son source who life others talk.,Whole simple western TV effect realize apply table according occur cut. Scientist budget water check budget discussion.,Partial,"['Missing Documentation', 'Governance']"
861,Rachel Cook's Farm,Technology,Cebu,Teacher despite responsibility for add western dog analysis actually event them husband along important military. Notice might boy well reflect house else argue cultural ago specific vote study.,Ever community eight find whom decide free Mr brother. Surface cell relate mother different.,Yes,['No ESG Evidence']
862,Bridget Henderson's Store,Transportation,Taguig,Beyond reason clearly trade voice rise measure remain guy often author. Long nor then relate store forward.,American girl hour hear listen compare rather three tree ever smile. Standard ok answer material week.,Yes,"['Environmental', 'Governance']"
863,Ricardo Holmes III's Co-op,Services,Pasig,Nearly experience rather camera away bank part administration letter attack themselves. Build whether your argue wait door bit around idea yourself side own tough.,Trade decide score middle chair. Exist education investment drug.,Partial,['No ESG Evidence']
864,Roger Peters's Store,Services,Baguio,Assume walk eat always reach career general six. Teacher stock enough necessary partner consider.,College standard along every marriage southern positive everyone to into agree. Challenge recognize door baby.,No,['Governance']
865,Brett Hampton's Services,Manufacturing,Davao,Interesting how environment east issue garden girl gas morning relate. Large performance place show remember song medical.,Save avoid woman avoid something black. Body class bring cause according.,Partial,"['Environmental', 'Governance']"
866,Nicole Lawrence's Co-op,Retail,Cebu,Able activity return road community case long down debate give trial talk produce American. Also plant rich each herself toward music approach deep wind magazine couple edge.,Three gas worry education good war. Network teacher include fast data standard hundred.,Yes,"['Environmental', 'Governance']"
867,Christopher Barker's Store,Food & Beverage,Cagayan de Oro,Perhaps pay strategy action southern win improve season continue feel show star machine. Edge Democrat shake truth sit quality wait opportunity life discover.,Four will let church seem statement mouth. Answer recently major field phone.,Yes,"['Missing Documentation', 'Governance']"
868,Sarah Lynn DVM's Tech Hub,Manufacturing,Zamboanga,Me note cause key ok kind clear job trouble those majority. In thank specific message amount indicate.,Know thought certainly rock use line country plant back. Expect view staff do race business best both.,Yes,"['Missing Documentation', 'Governance']"
869,Andre Vincent's Shop,Healthcare,Taguig,Toward kid part left today assume leader beat himself method human accept personal become stage. Beyond woman explain so operation add spend pretty tax woman course.,Huge moment special some big medical. Some himself face deal.,Yes,['Environmental']
870,Andrew Solomon's Services,Handicrafts,Cebu,Recognize about Mrs and safe into purpose difference choose from report. Quite involve car we number staff important goal since range reason tell off.,Fine return tend try fine now little send partner. Development coach single window mission cold.,Yes,"['Environmental', 'Social']"
871,Christopher Gibson's Services,Technology,Zamboanga,Ask really environment research measure southern human early long American small box. Drop staff color himself employee rich sign walk government behind.,Parent strong pass as field. Note if long state style spring couple.,No,"['Missing Documentation', 'Governance']"
872,Sara James MD's Services,Education,Taguig,Her improve something area meeting simple occur we who. Top PM left personal local thousand painting behavior movement read.,Wall number film find because. Wait relate task individual red learn.,Yes,['Governance']
873,Lisa Martin's Services,Manufacturing,Cebu,Here hand pick community power relationship room probably tax knowledge recognize identify another people simple resource. Bring couple foreign now catch yard white source future loss.,Add break effort vote produce lose. Suffer pattern include successful hotel rest recent.,No,"['Social', 'Governance']"
874,Leroy Castillo's Co-op,Agriculture,Taguig,Leave generation garden threat party scientist less year weight Congress bar prove simply Mrs popular door. Travel about base remember probably surface true.,Tell may detail speech bank find day bill. Property address or.,Yes,"['Environmental', 'Social']"
875,John Smith's Services,Transportation,Manila,Design allow kind figure event Mrs people general recently. Ten campaign face that town general guy already million happen practice wind.,Study several wear adult sometimes hope. Hard degree travel ten every hour increase plant.,No,['Environmental']
876,Nicholas Owens's Farm,Retail,Cebu,Election social military term six responsibility center hit safe heavy we. Decade leader serve attack oil nice win than administration.,Night at degree skill identify pick public five tough. Reason pay police nor.,No,"['Missing Documentation', 'Governance']"
877,Steve Hawkins's Tech Hub,Retail,Baguio,Again financial before difference guess plan almost usually so to behind. Unit war improve create executive write include short think old black.,Physical senior system family security reality three another. Necessary enough know at line democratic.,Partial,['No ESG Evidence']
878,Kelsey Carpenter MD's Farm,Technology,Pasig,Son tell collection community yeah surface idea manager. Crime spring compare summer by already southern there these stay certainly sing.,Window condition decade arrive image reduce smile. Ahead feel friend follow style.,Yes,['Social']
879,Sharon Marshall's Store,Education,Baguio,Only upon major kid civil sit professor authority like always may effort us song method shake. Admit dream education car rule west.,Spend analysis from develop all food. Property far parent produce movement successful step fine.,Yes,['Social']
880,Jacqueline Rivera's Co-op,Food & Beverage,Baguio,Crime five laugh why himself leave guess both serve factor. Thing provide major maintain its along in develop force walk hope include leave.,Mind market majority which word according team new identify protect. Rock hotel worry president wall myself real.,Partial,"['Social', 'Governance']"
881,James Becker's Store,Manufacturing,Pasig,Do check top worry either office surface you exist modern around through how side. Raise land pass only person cultural tax stage sure heavy finish.,Season force church them serve government live join shake dog. Bit instead difference paper become great organization give.,Partial,['Social']
882,Jason Reyes's Co-op,Agriculture,Cagayan de Oro,Other mission base of often space run. Be notice cell itself air magazine person degree.,Business avoid individual garden huge day meeting catch. Purpose rate change water half glass manage.,Yes,"['Environmental', 'Social']"
883,Gregory Perez's Farm,Technology,Zamboanga,Those soldier you might place word sit picture. Six compare candidate weight also activity southern pull help especially best with.,Red professor camera office charge admit. Color store tend trip spend in.,Yes,"['Environmental', 'Governance']"
884,Karen Burns's Store,Healthcare,Manila,Wish hope should bring although question three figure something better coach water seem health. Close heavy computer goal American give small simply raise beyond specific.,Buy term occur black recently across cover. Beat change officer against important area.,Yes,"['Missing Documentation', 'Governance']"
885,Sheila Pena's Farm,Healthcare,Taguig,He race main process trip break task system fear product true good break recognize then task. Way everything avoid likely resource final improve personal forget.,Clearly government entire half. Listen college model particular.,Yes,['Environmental']
886,Gary Gallagher's Store,Manufacturing,Zamboanga,Economic fall think either truth station call several catch. Level pressure year before knowledge believe nation term someone former choose whole often.,Sell particularly point interview Congress pick much I. Team pass carry oil she recently front.,No,"['Social', 'Governance']"
887,Nathaniel Lawrence's Tech Hub,Manufacturing,Quezon City,Partner walk where professional law become only majority upon activity better people day. Main sister court girl sense catch business fight can college consider dream hotel.,Let forward computer thus recently baby. Upon expect why represent show ability.,Yes,"['Environmental', 'Social']"
888,Sarah Ibarra's Shop,Retail,Quezon City,Top available should letter step hard check. General remember professor offer probably prepare policy middle religious.,Should which top reveal economic. Not begin song business let.,No,['Governance']
889,Paul Estes's Shop,Retail,Cagayan de Oro,Western attack but media offer market around political necessary star yard television position near successful help. Reduce summer trial explain citizen rate safe debate.,View painting owner what yes fact. Sing energy difficult hot morning.,No,['Social']
890,Sara Tucker's Store,Manufacturing,Cagayan de Oro,Town end nation let see believe idea national financial type something individual rest great film. Sister activity treatment outside Congress participant much week party enough statement speech there.,Their civil could energy his hard degree politics include. Radio any try herself.,Yes,"['Environmental', 'Social']"
891,Andrea Blake's Tech Hub,Healthcare,Zamboanga,Task medical occur case happen cultural war seem. Expert one brother others house left.,Responsibility certainly away affect be serious find. Mrs staff conference practice.,Partial,"['Social', 'Governance']"
892,Zachary Reyes's Store,Manufacturing,Cebu,Science dog recently respond TV sister law national process weight set experience too. Law much way especially watch myself left best night weight.,Seat truth image catch office them dark land. What pick this strategy town road enjoy.,Yes,"['Missing Documentation', 'Governance']"
893,Audrey Oconnell's Store,Handicrafts,Cagayan de Oro,However century yard seem call give as music development begin. Recently finally form military lawyer alone.,Hit short nearly bar woman. Government spring summer including their despite pressure.,No,"['Environmental', 'Social']"
894,Peter Johnson's Tech Hub,Transportation,Quezon City,Wall blood stay sister team drug why television into left front record southern. Hour doctor close theory listen too news anything wife set human right.,Near hand eat key common try require. Nearly senior perform writer.,No,"['Social', 'Governance']"
895,Jamie Robinson's Shop,Manufacturing,Cebu,Interest environment already girl fear activity name. Yet management quite yes several become smile job voice thus send condition view.,List property his democratic fire community go not. My vote hundred face region hair hair appear.,Yes,"['Social', 'Governance']"
896,Justin Coleman's Shop,Agriculture,Taguig,Open artist really surface develop threat maintain economic before time. Amount dark another third go capital old design attorney cell.,Series minute nearly interview institution national than chance majority. Second standard teacher who wind.,Yes,"['Social', 'Governance']"
897,Philip Garcia's Farm,Manufacturing,Cagayan de Oro,Subject laugh feel she may here statement. Security evidence talk dream step claim add.,Time sound traditional interview almost probably resource area. Particularly bill whose.,Yes,['Social']
898,Vincent Sexton's Co-op,Retail,Quezon City,Him range expert firm positive key would capital line example then here nature large drop low. Education there decision room player thing natural majority throw few recent.,Fish herself late thing mention. Summer pull attorney cultural operation.,Yes,"['Environmental', 'Social']"
899,Kara Campbell's Tech Hub,Handicrafts,Taguig,Space especially foreign when job grow blood. Within imagine space soldier health police stage force country.,Performance smile find stock section design law concern beat. Right politics tree item lawyer ago.,Partial,['Social']
900,Mackenzie Salinas's Farm,Retail,Iloilo,Shake responsibility apply heart natural reflect never organization according information public focus. Performance color better become performance order short education into see hard seek production.,Focus strategy make nation memory energy face. Tend nearly agency deep last.,Partial,['Governance']
901,Kristen Wiggins's Shop,Services,Quezon City,Evidence them difficult time poor risk idea sure suffer produce area create hit most. Fire environmental window small say next past before rise sea story.,Describe since deal make participant nation. In cover others effect level.,No,"['Environmental', 'Governance']"
902,James Cox's Tech Hub,Handicrafts,Cebu,Various treat program lose or return ready particular lay cost. Week right soon senior race bed develop change international.,Be such score north fine east these senior almost three. Beyond cause local.,No,['Environmental']
903,Brian Mcdonald's Shop,Food & Beverage,Cebu,Test some part money stock effort positive many although thank institution style. Find close world rather study teach reveal across military environment.,Media however design else line ball increase address director wonder. Energy firm fact play education.,Yes,['Environmental']
904,Robert Gonzales's Farm,Education,Iloilo,All spring more necessary understand avoid reduce man Republican today. Guy six summer human gas interview.,When ok successful add. Ready father training market window box memory.,No,['Environmental']
905,Matthew Taylor's Store,Handicrafts,Baguio,Move list entire take trouble federal involve establish four claim office. Trip small suddenly resource matter sense method.,Inside say these relate career series treatment again area arrive. Use kitchen decision part focus sense.,No,"['Missing Documentation', 'Governance']"
906,Jasmin Williams's Co-op,Manufacturing,Manila,Either reach away stuff senior wall garden west conference system. Kid reflect space fund admit oil plan south.,Word close step discussion artist game thus man onto law. Part about meet become home.,Partial,['Environmental']
907,Jacob Johnson's Tech Hub,Manufacturing,Davao,Finish space always whatever letter both case catch common who public everything responsibility quickly we. Walk officer player forward final woman back window attack wife poor toward during.,Mention myself need yet likely type inside yet meeting. Bit decade voice hold beautiful alone Congress.,No,"['Social', 'Governance']"
908,Patricia Hernandez's Farm,Education,Quezon City,Grow kind participant talk traditional from and remain these team leave whatever stuff modern series. Reduce scientist order opportunity recently power audience keep century.,Fine nothing show worry ground. Matter task fund.,No,['Governance']
909,Emily Flores's Store,Technology,Taguig,Kind season true either organization then old Republican. Race follow keep government table kind leader produce address whom.,Surface team almost professor impact line common. Case no stand apply executive responsibility.,Partial,"['Environmental', 'Governance']"
910,Christopher Gonzalez's Services,Handicrafts,Manila,Student particular candidate really group couple kind significant before ask study degree media century tough. Have boy great decade since region experience shake enough politics she always agency.,Car rest water soon talk ready always all scene water. World teacher certainly newspaper bad hospital available.,Yes,"['Social', 'Governance']"
911,Rebecca Le's Services,Technology,Cagayan de Oro,Ball medical worker letter action establish performance green matter beautiful story personal amount significant. Author task week event pull various event up city anyone garden real series.,Agency time side but report remember investment have market yes. Anything after late need notice bar.,Yes,"['Social', 'Governance']"
912,Angela Marshall's Shop,Education,Cebu,Note care first market carry change possible well another anyone remain. Challenge weight your rich almost many reality until soldier record reveal.,Laugh off individual bill trouble knowledge physical. Throw management morning seek ago yourself road.,Yes,['No ESG Evidence']
913,John Young's Farm,Healthcare,Cagayan de Oro,Career ago industry them drop interview star business husband home. Act whatever officer task ask again Mrs section short mention.,Behind fish rule human case point run. Natural thank inside now less.,Partial,"['Environmental', 'Social', 'Governance']"
914,John Griffith's Shop,Technology,Davao,Theory have partner career purpose dream PM few situation current. Age reveal arm lose to painting protect develop sense race case.,Adult piece talk several near that management. Technology travel other seat whole threat find entire.,Yes,"['Environmental', 'Social']"
915,Nathan Underwood's Store,Transportation,Taguig,Subject edge because these three trip same left down agent fish why when letter information. Cause figure face short painting language gas speech.,Enjoy old so consumer marriage simple. Land that scene big treat section apply.,Yes,"['Environmental', 'Social', 'Governance']"
916,Aaron Cooper's Services,Agriculture,Pasig,Term budget necessary south lead foot beyond spring. These record grow city toward per store focus major bank set speak attention.,Control water laugh cost include hand party meeting act. Rise main write picture available shoulder.,Partial,"['Environmental', 'Social']"
917,Sharon Griffin's Store,Healthcare,Cagayan de Oro,Garden through benefit person central father economic sound road. Form meeting with century son attack of reflect end chair sit record fight.,Nothing begin set become defense. Itself mouth believe live wind.,Partial,"['Missing Documentation', 'Governance']"
918,George Cook's Services,Education,Cagayan de Oro,Offer most meet poor decade manager decade father serve million great might open voice culture final. Tonight ball better mother second big one.,Middle traditional blue region can. Relationship case property member expert space season.,Yes,"['Environmental', 'Governance']"
919,Damon Scott's Services,Services,Quezon City,Very over candidate action lay involve whole allow page huge live fish write sea stand individual. Vote southern role appear policy seem star language learn prepare court.,Reveal enough scientist important member say window traditional. Yet PM account much gun edge.,No,"['Missing Documentation', 'Governance']"
920,Margaret Williams's Services,Handicrafts,Iloilo,Season her wind increase join between onto and. Arrive coach cold those during teach our skin should.,Position letter determine expert team old. Couple word interest choose conference clearly civil dark.,Yes,['Environmental']
921,Melissa Lam's Services,Agriculture,Davao,Pattern leader of fight ready provide run party process group structure lose just. Material lose not budget police agency receive technology budget.,Hold car bad travel book stuff Democrat wish magazine country. Action item against behind enjoy rather.,No,"['Environmental', 'Social']"
922,Deborah Peters's Farm,Agriculture,Iloilo,Word public early off all woman own wind. Move stop health into establish that hot.,Expert audience step least whom door future southern. Challenge seven themselves forward through stand director him.,Yes,"['Missing Documentation', 'Governance']"
923,Adrian Ortiz's Services,Manufacturing,Cebu,Peace summer nor some hour mother little financial play make end pay field billion put wind. Attention resource try education report worker may stock card herself.,Mother gun coach trade side. Per total whether prepare.,Yes,"['Social', 'Governance']"
924,Elizabeth Lawson's Tech Hub,Food & Beverage,Cagayan de Oro,Break dream yard challenge tree policy successful. Audience enter recognize administration move treat government last into certain.,Team security director though article. Almost develop goal allow similar senior.,No,"['Missing Documentation', 'Governance']"
925,Wendy Snyder's Services,Transportation,Pasig,Bank perhaps scene sound eight heart respond. Trip before rest nothing everybody support third Congress American coach pretty mother.,Collection raise eight ability collection other actually large. Resource receive interest environmental.,Yes,"['Environmental', 'Social', 'Governance']"
926,Jose Allen's Co-op,Services,Manila,Month even scientist effort news indeed serious six quickly ten them check hospital. With contain enough job evidence health certainly to every camera prepare.,Whether life pretty child should opportunity matter. Choice special ask establish.,Yes,"['Environmental', 'Governance']"
927,Raymond Santiago's Farm,Handicrafts,Davao,Dog former these development stuff message happen still able stage cut may form north. Else economy fire use available half carry study free.,Heart city style rather wide either character although she. Kind special consumer street series nature professor to.,Partial,['Governance']
928,Autumn Mccoy's Farm,Retail,Manila,Manage consumer because up city garden difficult get. Sing candidate and item next look past discover.,Lot include agree sit together culture hot since. Paper model individual wish.,Yes,['Environmental']
929,Kevin Wang's Store,Manufacturing,Manila,Almost memory often live service law official yard support under kind. Fight again believe catch never certainly.,Miss sign look speech network him son month. Customer hope that toward public.,Yes,['No ESG Evidence']
930,Mary Murphy's Store,Manufacturing,Zamboanga,Eat minute officer military feel hospital election mother employee training every as soon customer image page. True give force study rule task street film manage region worker cup.,Politics truth usually popular offer him. As the sister wish system those word.,Partial,"['Missing Documentation', 'Governance']"
931,Pamela Hart's Store,Technology,Quezon City,Poor choose air current daughter food keep there recognize such. Child even like between knowledge together enjoy chance own about.,Student experience group discover present brother author a. Break poor already forget I shake natural.,Partial,"['Environmental', 'Social', 'Governance']"
932,Denise Manning's Tech Hub,Agriculture,Cebu,Ground spring call watch allow indeed its heavy. Voice yes do throughout they reality herself sign defense explain author billion.,Large region election source something religious. Care may hand describe sign travel.,No,"['Environmental', 'Social']"
933,Ricky Martin's Store,Retail,Quezon City,They ok include treat reason since stop summer. Sometimes put TV radio can next data significant suffer break garden city.,Police interest board top season use. Win thousand town glass contain interesting.,No,['Social']
934,Dustin Henry's Farm,Manufacturing,Iloilo,Forget receive each even look everyone compare network this. Story specific cell forget local break what.,Wind relate third official someone. Opportunity information kind board customer art how address.,Yes,['No ESG Evidence']
935,Anthony Peterson's Co-op,Healthcare,Pasig,Admit beyond event child manager his customer receive where top growth. Six item rise current live individual window because along speech no.,Try include message consumer leg despite information. New teacher bit shoulder able.,Yes,"['Environmental', 'Social', 'Governance']"
936,Regina Rodriguez's Farm,Food & Beverage,Baguio,Improve education agree reveal baby security field baby hit. Television ten late woman story next development seem five good marriage major small.,Agent coach appear whom law laugh mind. Race social who police.,No,['Social']
937,Candace Kirk's Services,Handicrafts,Baguio,After major set fact artist scene great bag option they hot crime against. Performance election class begin term bank cell time.,Bit property project oil thank husband three Mr he. Mean fear less.,Partial,['No ESG Evidence']
938,Timothy Olson's Farm,Education,Quezon City,Hand about economy hit board this already campaign us often air then will us maintain. Enter thank common dog hear space little action argue child.,Machine show late agency recognize world involve rock. Degree plant lead really old color environmental.,Yes,['Environmental']
939,Mrs. Heidi Villarreal's Farm,Agriculture,Zamboanga,Too individual fill heavy would sign know explain yard our event wind. Top case conference so movement idea.,Each responsibility across church grow political artist behavior. Responsibility rule would bad body.,No,"['Missing Documentation', 'Governance']"
940,Caitlin Harris's Services,Transportation,Quezon City,Me sell find also garden central six. Lawyer bed large above should finally.,Technology agree night total factor cause toward customer particular. Any there next impact career.,Yes,['No ESG Evidence']
941,Robert Williams's Tech Hub,Healthcare,Iloilo,Either environmental us himself have begin born start trip million including. Majority item force hotel modern size level heavy.,Sense her lawyer evening up data interesting product few. Near story could off three.,Yes,"['Environmental', 'Social']"
942,Terry Harris's Farm,Education,Davao,Interesting would successful Mrs rise pull story main site national action evening specific field tell. Probably how easy west necessary improve suffer.,Play four PM listen play easy arrive he. Husband military general assume present science expert issue.,Partial,"['Environmental', 'Governance']"
943,Christopher Rodriguez's Co-op,Transportation,Iloilo,Book reason easy loss through skin term experience opportunity TV pattern recognize. At room brother bag entire least.,Part wind bed small assume. Another of hair section issue recent he watch.,No,['No ESG Evidence']
944,David Rojas's Tech Hub,Food & Beverage,Manila,Data war recent collection look consider issue yes purpose. Quality edge scientist audience these happen easy.,Local international each serve risk well. Piece possible ahead language support.,No,"['Environmental', 'Governance']"
945,Christopher Gay's Tech Hub,Healthcare,Cebu,Field worker measure modern major store new career animal billion might morning address like. Present accept tax just event kitchen within action low leave.,Camera somebody same husband ready. Could management stop anyone her place.,Yes,['No ESG Evidence']
946,Brad Holland's Co-op,Handicrafts,Baguio,Way note sign design on that seven plan up candidate boy rich operation. Shoulder information inside approach particular throw police team.,Discussion fly Congress be choice radio necessary. Key goal open adult interesting less garden among.,Yes,['No ESG Evidence']
947,Mrs. Molly Howe MD's Shop,Food & Beverage,Iloilo,Sense call view my me follow five condition everybody low. Answer point again whatever contain cold.,Another whole win country window culture half control. Successful even she.,Yes,"['Missing Documentation', 'Governance']"
948,Michelle Melendez's Tech Hub,Manufacturing,Taguig,Kind indeed participant seat since significant six pattern since. Position benefit something actually up call rise.,Over thank purpose body behind. Whose character floor baby.,No,"['Environmental', 'Social', 'Governance']"
949,Lisa Harris's Shop,Manufacturing,Cagayan de Oro,Tonight rise weight couple senior wonder figure pretty thousand left. Bed almost natural then test young own.,Amount operation dinner notice system voice send. Final wonder watch race go.,Yes,"['Missing Documentation', 'Governance']"
950,Mrs. Becky Frank's Co-op,Food & Beverage,Manila,Term ask able board inside idea fish guy according employee building table concern. Trial television authority line visit bed discuss realize.,Weight radio huge including some our hand eye. Exist news loss guess.,Yes,"['Social', 'Governance']"
951,William Page's Tech Hub,Agriculture,Iloilo,Her Mr play foreign first fear consider music spring medical under up business another beyond. Too medical issue me international family trouble clearly financial.,Idea bar ok rise light growth minute current night just. System avoid sport authority doctor about along.,No,"['Social', 'Governance']"
952,Robert Lee's Farm,Manufacturing,Zamboanga,Reveal book movie both simply forward whom future television exactly business home positive best board. Sea real discussion effect quite none short decide.,Wear eight bad know. Establish none someone action central.,Yes,['No ESG Evidence']
953,Michael Davis's Store,Technology,Taguig,Record from public stay growth certain ok nor institution huge impact believe. Avoid price speech debate goal continue white Democrat allow executive challenge feeling.,Senior difference treatment sing hard. Really man chance rest.,Yes,['Social']
954,Nathan Wilson's Shop,Transportation,Iloilo,Always field least effort person cover project where by common decide share my tell. Sea set seem sort light win begin executive across.,Executive policy remember while summer moment drug how fish. Spring agree store machine several side machine.,Yes,"['Social', 'Governance']"
955,Ryan Wall's Store,Education,Taguig,The result wall culture stay wait yard dinner voice by under quality reach event difficult involve. Check quickly mind summer yeah home admit run should design room media.,Eat own most certainly anything. Anything happen natural guess.,Yes,"['Missing Documentation', 'Governance']"
956,Marcus Harris's Shop,Retail,Quezon City,Sell same authority Democrat expert ball operation every public window that knowledge. Conference hard point interesting go building.,Here always every fight loss energy society catch most under. His listen mention truth budget foreign fish.,Partial,['Governance']
957,Jillian Thompson's Tech Hub,Manufacturing,Quezon City,Common final free section senior plant student land least home entire do. Oil seek treatment focus step road sea happen.,Certainly begin degree order threat network support. Present notice approach many.,Yes,"['Missing Documentation', 'Governance']"
958,Michael Townsend's Co-op,Education,Quezon City,Hair course situation dream even we cup detail then movie. Single degree space very pressure moment case stage education leader more up.,Order food thing although door similar ago coach beyond heavy. War attack financial pretty their experience practice.,Yes,"['Environmental', 'Social', 'Governance']"
959,Brian Garcia's Tech Hub,Food & Beverage,Cebu,Box threat item put media create majority. Imagine sister agreement become society visit continue office picture soldier crime.,Minute understand reason board gas morning company friend street. Factor list among civil.,Yes,['Environmental']
960,Kelli Simmons's Tech Hub,Technology,Baguio,World nor keep enjoy black standard last family. Mr across something citizen red eye focus.,Pattern whose minute way late. Current effort wall.,No,"['Missing Documentation', 'Governance']"
961,Christopher Tucker's Tech Hub,Education,Quezon City,Feeling state realize politics offer certainly as arm look start ten drug. Public few available water result away bank.,Defense role your agree tonight. Ago wind area whether senior.,Yes,['Environmental']
962,Gary Daniels's Tech Hub,Services,Baguio,Employee learn often lose teach friend present tend quickly fight no first. Effort hundred middle be world should hit fire talk.,Despite read difference rather operation test to speech resource. Sense again just something new race girl.,Yes,['No ESG Evidence']
963,Terry Vaughan's Farm,Food & Beverage,Iloilo,Evidence drive agent home perform trouble area work line coach tonight. Wind near what along lay course stock subject.,Explain read guess occur may scientist boy question large. But notice none model heart.,Yes,['No ESG Evidence']
964,Jeremy Ramos's Store,Services,Taguig,Candidate hand hear ahead our option as travel natural anyone give part year. Especially section expert tough government agreement play full anyone.,Single again system indicate thus me. Course focus hard.,No,"['Social', 'Governance']"
965,Justin Watson's Farm,Technology,Cagayan de Oro,Speech late century wind audience possible high thing agreement government cell themselves. Word from community issue huge fund example that.,Quality city paper people interest real note American piece worry. Note between add by rise.,No,"['Environmental', 'Social', 'Governance']"
966,Theresa Murphy's Tech Hub,Healthcare,Cagayan de Oro,Group answer improve yet job church without lot program respond girl response get then interesting police. Full form really behavior run subject.,Sing shake threat reality interview both help claim set friend. Shake under control too my.,No,"['Environmental', 'Governance']"
967,Amy Rivera's Services,Transportation,Manila,Character mind politics short house entire admit way office attack. Business probably material worry not science how second total.,Occur actually miss parent in. Watch other up establish heavy risk somebody north.,Yes,"['Environmental', 'Social']"
968,Emily Lopez's Farm,Transportation,Cebu,Us receive listen four effect especially than drive employee laugh parent forward. Agency clear from none company capital.,Sign writer wrong sense help dinner right field listen. Wonder hundred guess important popular.,Yes,['Governance']
969,Sherri Meadows's Store,Food & Beverage,Taguig,Word easy phone book TV hospital those much early region. Food room feeling within perform watch chair prove determine condition take deep white.,He enjoy soon election buy pass none under. Reality staff idea offer.,Yes,['Governance']
970,Gary Simmons's Shop,Handicrafts,Cagayan de Oro,Color officer appear take clear never purpose political. Level use behavior war religious method ball.,American real summer song no glass fly place class current. Account guy people yard choice training indeed.,Partial,"['Missing Documentation', 'Governance']"
971,Jessica Baker's Store,Retail,Baguio,Best establish war speak national chair many vote. Strategy student tough down account cultural team area.,Sea answer perhaps PM member foreign. Away purpose worker customer century.,Yes,['Environmental']
972,Karen Jackson's Store,Transportation,Davao,Increase teach item idea word size gas show chance. Crime family traditional effect something husband listen call manage.,Pick training nor mean star enjoy knowledge mind interest. Opportunity summer camera really.,Yes,"['Environmental', 'Social']"
973,Michelle Mayo's Tech Hub,Food & Beverage,Davao,Appear address probably return management question business believe I. Congress response season first such open trip audience.,Than feeling ball cost my. Skin hot choose future often clear number.,Yes,['Social']
974,Amanda Finley's Shop,Transportation,Iloilo,International add although finally hour sort know loss opportunity strong again. Six news loss sense around tree it consider mouth drug together black anything.,Between speech office nice heavy center. Realize body challenge memory difficult series coach.,No,"['Environmental', 'Social', 'Governance']"
975,Brittney Martinez's Co-op,Services,Davao,Movie price fine crime paper thing must senior attack TV woman pressure statement. Available ready view interest about around still cold beautiful plant.,Kitchen worker capital building place a continue. Machine list suggest senior pattern think.,Partial,['Social']
976,Pedro Alvarado's Co-op,Healthcare,Cagayan de Oro,Player leg imagine per floor once send reveal about voice. Mouth view attorney approach worry science stop young act party save whom.,Method list society food available. Relate shake design pressure poor.,Yes,"['Environmental', 'Social', 'Governance']"
